No.,Time,Source,Destination,Protocol,Length,Info,Type,Type_of_attack
1,2025-06-30 10:57:08,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:ftp_data > 192.168.100.17:postgresql S",Non-Attack,No Attack
2,2025-06-30 10:57:08,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:postgresql > 192.168.100.1:ftp_data RA",Non-Attack,No Attack
3,2025-06-30 10:57:08,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:ftp_data > 192.168.100.17:mysql S",Non-Attack,No Attack
4,2025-06-30 10:57:08,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:mysql > 192.168.100.1:ftp_data RA",Non-Attack,No Attack
5,2025-06-30 10:57:19,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:61826 > 192.168.100.17:http S",Non-Attack,No Attack
6,2025-06-30 10:57:19,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http > 192.168.100.1:61826 RA",Non-Attack,No Attack
7,2025-06-30 10:57:19,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:33766 > 192.168.100.17:ms_wbt_server S",Attack,Port Scan (Nmap)
8,2025-06-30 10:57:19,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:ms_wbt_server > 192.168.100.1:33766 RA",Non-Attack,No Attack
9,2025-06-30 10:57:19,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:11111 > 192.168.100.17:http_alt S",Non-Attack,No Attack
10,2025-06-30 10:57:19,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http_alt > 192.168.100.1:11111 RA",Non-Attack,No Attack
11,2025-06-30 10:57:19,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:40453 > 192.168.100.17:ms_wbt_server S",Non-Attack,No Attack
12,2025-06-30 10:57:19,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:ms_wbt_server > 192.168.100.1:40453 RA",Non-Attack,No Attack
13,2025-06-30 10:57:20,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:61606 > 192.168.100.17:https S",Non-Attack,No Attack
14,2025-06-30 10:57:20,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:https > 192.168.100.1:61606 RA",Non-Attack,No Attack
15,2025-06-30 10:57:20,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:30451 > 192.168.100.17:http S",Attack,DoS (TCP Flood), Port Scan (Nmap)
16,2025-06-30 10:57:20,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http > 192.168.100.1:30451 RA",Attack,DoS (TCP Flood)
17,2025-06-30 10:57:20,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:18050 > 192.168.100.17:http_alt S",Non-Attack,No Attack
18,2025-06-30 10:57:20,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http_alt > 192.168.100.1:18050 RA",Non-Attack,No Attack
19,2025-06-30 10:57:20,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:13345 > 192.168.100.17:http_alt S",Non-Attack,No Attack
20,2025-06-30 10:57:20,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http_alt > 192.168.100.1:13345 RA",Non-Attack,No Attack
21,2025-06-30 10:57:20,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:7821 > 192.168.100.17:http_alt S",Non-Attack,No Attack
22,2025-06-30 10:57:20,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http_alt > 192.168.100.1:7821 RA",Non-Attack,No Attack
23,2025-06-30 10:57:20,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:39942 > 192.168.100.17:http S",Non-Attack,No Attack
24,2025-06-30 10:57:20,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http > 192.168.100.1:39942 RA",Non-Attack,No Attack
25,2025-06-30 10:57:21,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:52300 > 192.168.100.17:http S",Non-Attack,No Attack
26,2025-06-30 10:57:21,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http > 192.168.100.1:52300 RA",Non-Attack,No Attack
27,2025-06-30 10:57:22,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:37137 > 192.168.100.17:ms_wbt_server S",Attack,DoS (TCP Flood)
28,2025-06-30 10:57:22,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:ms_wbt_server > 192.168.100.1:37137 RA",Attack,DoS (TCP Flood)
29,2025-06-30 10:57:22,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:47743 > 192.168.100.17:http S",Non-Attack,No Attack
30,2025-06-30 10:57:22,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http > 192.168.100.1:47743 RA",Non-Attack,No Attack
31,2025-06-30 10:57:22,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:61444 > 192.168.100.17:http S",Non-Attack,No Attack
32,2025-06-30 10:57:22,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http > 192.168.100.1:61444 RA",Non-Attack,No Attack
33,2025-06-30 10:57:22,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:24917 > 192.168.100.17:http S",Non-Attack,No Attack
34,2025-06-30 10:57:22,192.168.100.17,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.17:http > 192.168.100.1:24917 RA",Non-Attack,No Attack
