No.,Time,Source,Destination,Protocol,Length,Info,Type,Type_of_attack
1,2025-06-30 10:58:00,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
2,2025-06-30 10:58:00,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
3,2025-06-30 10:58:00,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
4,2025-06-30 10:58:01,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
5,2025-06-30 10:58:01,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
6,2025-06-30 10:58:01,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
7,2025-06-30 10:58:01,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
8,2025-06-30 10:58:01,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
9,2025-06-30 10:58:01,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
10,2025-06-30 10:58:01,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
11,2025-06-30 10:58:01,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
12,2025-06-30 10:58:03,192.168.100.14,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.14 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
13,2025-06-30 10:58:03,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
14,2025-06-30 10:58:03,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
15,2025-06-30 10:58:03,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
16,2025-06-30 10:58:03,192.168.100.14,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.14 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
17,2025-06-30 10:58:03,192.168.100.13,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.13 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
18,2025-06-30 10:58:04,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
19,2025-06-30 10:58:04,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
20,2025-06-30 10:58:04,192.168.100.14,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.14 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
21,2025-06-30 10:58:04,192.168.100.13,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.13 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
22,2025-06-30 10:58:04,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
23,2025-06-30 10:58:04,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
24,2025-06-30 10:58:04,192.168.100.14,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.14 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
25,2025-06-30 10:58:04,192.168.100.13,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.13 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
26,2025-06-30 10:58:05,192.168.100.17,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.17 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
27,2025-06-30 10:58:05,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
28,2025-06-30 10:58:05,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
29,2025-06-30 10:58:05,192.168.100.14,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.14 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
30,2025-06-30 10:58:05,192.168.100.15,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.15 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
31,2025-06-30 10:58:05,192.168.100.13,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.13 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
32,2025-06-30 10:58:05,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
33,2025-06-30 10:58:05,192.168.100.17,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.17 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
34,2025-06-30 10:58:05,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
35,2025-06-30 10:58:06,192.168.100.14,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.14 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
36,2025-06-30 10:58:06,192.168.100.18,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.18 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
37,2025-06-30 10:58:06,192.168.100.17,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.17 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
38,2025-06-30 10:58:06,192.168.100.13,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.13 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
39,2025-06-30 10:58:06,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
40,2025-06-30 10:58:06,192.168.100.15,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.15 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
41,2025-06-30 10:58:06,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
42,2025-06-30 10:58:06,192.168.100.14,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.14 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
43,2025-06-30 10:58:07,192.168.100.18,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.18 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
44,2025-06-30 10:58:07,192.168.100.16,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.16 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
45,2025-06-30 10:58:07,192.168.100.15,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.15 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
46,2025-06-30 10:58:07,192.168.100.11,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
47,2025-06-30 10:58:07,192.168.100.17,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.17 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
48,2025-06-30 10:58:07,192.168.100.13,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.13 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
49,2025-06-30 10:58:07,192.168.100.14,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.14 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
50,2025-06-30 10:58:08,192.168.100.12,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.12 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
51,2025-06-30 10:58:08,192.168.100.18,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.18 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
52,2025-06-30 10:58:08,192.168.100.16,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.16 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
53,2025-06-30 10:58:08,192.168.100.15,192.168.100.255,ICMP,42,"Ether / IP / ICMP 192.168.100.15 > 192.168.100.255 echo-request 0",Attack,Smurf Attack
