No.,Time,Source,Destination,Protocol,Length,Info,Type,Type_of_attack
1,2025-07-07 12:18:40,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:64577 > 192.168.100.18:https S",Non-Attack,No Attack
2,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:43732 > 192.168.100.12:ms_wbt_server S",Non-Attack,No Attack
3,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:ms_wbt_server > 192.168.100.1:43732 RA",Non-Attack,No Attack
4,2025-07-07 12:18:40,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:21541 > 192.168.100.16:https S",Non-Attack,No Attack
5,2025-07-07 12:18:40,192.168.100.1,192.168.100.18,ARP,42,"Ether / ARP who has 192.168.100.18 says 192.168.100.1",Non-Attack,No Attack
6,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:47663 > 192.168.100.12:http_alt S",Non-Attack,No Attack
7,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http_alt > 192.168.100.1:47663 RA",Non-Attack,No Attack
8,2025-07-07 12:18:40,192.168.100.1,192.168.100.16,ARP,42,"Ether / ARP who has 192.168.100.16 says 192.168.100.1",Non-Attack,No Attack
9,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:53468 > 192.168.100.12:http_alt S",Non-Attack,No Attack
10,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http_alt > 192.168.100.1:53468 RA",Non-Attack,No Attack
11,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:12178 > 192.168.100.12:ms_wbt_server S",Attack,DoS (TCP Flood)
12,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:ms_wbt_server > 192.168.100.1:12178 RA",Non-Attack,No Attack
13,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:29872 > 192.168.100.12:http S",Non-Attack,No Attack
14,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http > 192.168.100.1:29872 RA",Non-Attack,No Attack
15,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:35986 > 192.168.100.12:http S",Non-Attack,No Attack
16,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http > 192.168.100.1:35986 RA",Attack,DoS (TCP Flood)
17,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:1794 > 192.168.100.12:https S",Attack,Port Scan (Nmap)
18,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:https > 192.168.100.1:1794 RA",Non-Attack,No Attack
19,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:56216 > 192.168.100.12:http_alt S",Non-Attack,No Attack
20,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http_alt > 192.168.100.1:56216 RA",Non-Attack,No Attack
21,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:18831 > 192.168.100.12:ms_wbt_server S",Non-Attack,No Attack
22,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:ms_wbt_server > 192.168.100.1:18831 RA",Non-Attack,No Attack
23,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:55106 > 192.168.100.12:ms_wbt_server S",Attack,DoS (TCP Flood)
24,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:ms_wbt_server > 192.168.100.1:55106 RA",Non-Attack,No Attack
25,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:44846 > 192.168.100.12:https S",Non-Attack,No Attack
26,2025-07-07 12:18:40,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:https > 192.168.100.1:44846 RA",Non-Attack,No Attack
27,2025-07-07 12:18:40,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:3154 > 192.168.100.12:ms_wbt_server S",Non-Attack,No Attack
28,2025-07-07 12:18:41,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:ms_wbt_server > 192.168.100.1:3154 RA",Attack,DoS (TCP Flood)
29,2025-07-07 12:18:41,192.168.100.1,192.168.100.19,TCP,54,"Ether / IP / TCP 192.168.100.1:31091 > 192.168.100.19:http_alt S",Non-Attack,No Attack
30,2025-07-07 12:18:41,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:18953 > 192.168.100.12:http S",Attack,Port Scan (Nmap)
31,2025-07-07 12:18:41,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http > 192.168.100.1:18953 RA",Non-Attack,No Attack
32,2025-07-07 12:18:41,192.168.100.1,192.168.100.19,ARP,42,"Ether / ARP who has 192.168.100.19 says 192.168.100.1",Non-Attack,No Attack
33,2025-07-07 12:18:41,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:57917 > 192.168.100.17:https S",Non-Attack,No Attack
34,2025-07-07 12:18:41,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:47542 > 192.168.100.12:http_alt S",Attack,DoS (TCP Flood)
35,2025-07-07 12:18:41,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http_alt > 192.168.100.1:47542 RA",Non-Attack,No Attack
36,2025-07-07 12:18:41,192.168.100.1,192.168.100.17,ARP,42,"Ether / ARP who has 192.168.100.17 says 192.168.100.1",Non-Attack,No Attack
37,2025-07-07 12:18:41,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:35634 > 192.168.100.12:http_alt S",Non-Attack,No Attack
38,2025-07-07 12:18:41,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http_alt > 192.168.100.1:35634 RA",Non-Attack,No Attack
39,2025-07-07 12:18:41,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:19510 > 192.168.100.12:https S",Non-Attack,No Attack
40,2025-07-07 12:18:41,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:https > 192.168.100.1:19510 RA",Non-Attack,No Attack
41,2025-07-07 12:18:41,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:17646 > 192.168.100.12:ms_wbt_server S",Non-Attack,No Attack
42,2025-07-07 12:18:41,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:ms_wbt_server > 192.168.100.1:17646 RA",Non-Attack,No Attack
43,2025-07-07 12:18:41,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:3314 > 192.168.100.12:http S",Attack,Port Scan (Nmap)
44,2025-07-07 12:18:41,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http > 192.168.100.1:3314 RA",Attack,DoS (TCP Flood)
45,2025-07-07 12:18:42,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:51802 > 192.168.100.12:http S",Non-Attack,No Attack
46,2025-07-07 12:18:42,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http > 192.168.100.1:51802 RA",Non-Attack,No Attack
47,2025-07-07 12:18:42,192.168.100.1,192.168.100.12,TCP,54,"Ether / IP / TCP 192.168.100.1:702 > 192.168.100.12:http_alt S",Attack,DoS (TCP Flood)
48,2025-07-07 12:18:42,192.168.100.12,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.12:http_alt > 192.168.100.1:702 RA",Non-Attack,No Attack
