No.,Time,Source,Destination,Protocol,Length,Info,Type,Type_of_attack
1,2025-06-30 10:57:55,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:32747 > 192.168.100.16:http S",Non-Attack,No Attack
2,2025-06-30 10:57:55,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:http > 192.168.100.1:32747 RA",Non-Attack,No Attack
3,2025-06-30 10:57:55,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:14671 > 192.168.100.16:ms_wbt_server S",Non-Attack,No Attack
4,2025-06-30 10:57:55,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:ms_wbt_server > 192.168.100.1:14671 RA",Non-Attack,No Attack
5,2025-06-30 10:57:55,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:5579 > 192.168.100.16:http S",Non-Attack,No Attack
6,2025-06-30 10:57:55,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:http > 192.168.100.1:5579 RA",Non-Attack,No Attack
7,2025-06-30 10:57:55,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:39197 > 192.168.100.16:https S",Non-Attack,No Attack
8,2025-06-30 10:57:55,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:https > 192.168.100.1:39197 RA",Non-Attack,No Attack
9,2025-06-30 10:57:56,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:13292 > 192.168.100.16:http_alt S",Attack,Port Scan (Nmap)
10,2025-06-30 10:57:56,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:http_alt > 192.168.100.1:13292 RA",Non-Attack,No Attack
11,2025-06-30 10:57:56,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:60460 > 192.168.100.16:http S",Attack,DoS (TCP Flood)
12,2025-06-30 10:57:56,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:http > 192.168.100.1:60460 RA",Attack,DoS (TCP Flood)
13,2025-06-30 10:57:56,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:38320 > 192.168.100.16:http_alt S",Non-Attack,No Attack
14,2025-06-30 10:57:56,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:http_alt > 192.168.100.1:38320 RA",Non-Attack,No Attack
15,2025-06-30 10:57:56,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:64229 > 192.168.100.16:http_alt S",Non-Attack,No Attack
16,2025-06-30 10:57:56,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:http_alt > 192.168.100.1:64229 RA",Non-Attack,No Attack
17,2025-06-30 10:57:56,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:56407 > 192.168.100.16:https S",Non-Attack,No Attack
18,2025-06-30 10:57:56,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:https > 192.168.100.1:56407 RA",Non-Attack,No Attack
19,2025-06-30 10:57:56,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:57125 > 192.168.100.16:ms_wbt_server S",Attack,Port Scan (Nmap)
20,2025-06-30 10:57:56,192.168.100.16,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.16:ms_wbt_server > 192.168.100.1:57125 RA",Non-Attack,No Attack
