No.,Time,Source,Destination,Protocol,Length,Info,Type,Type_of_attack
1,2025-07-07 12:18:21,192.168.100.1,192.168.100.19,TCP,54,"Ether / IP / TCP 192.168.100.1:12623 > 192.168.100.19:http S",Non-Attack,No Attack
2,2025-07-07 12:18:21,192.168.100.1,192.168.100.19,ARP,42,"Ether / ARP who has 192.168.100.19 says 192.168.100.1",Non-Attack,No Attack
3,2025-07-07 12:18:21,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:18604 > 192.168.100.17:http_alt S",Non-Attack,No Attack
4,2025-07-07 12:18:21,192.168.100.1,192.168.100.17,ARP,42,"Ether / ARP who has 192.168.100.17 says 192.168.100.1",Non-Attack,No Attack
5,2025-07-07 12:18:23,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:1436 > 192.168.100.16:https S",Non-Attack,No Attack
6,2025-07-07 12:18:23,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:33545 > 192.168.100.18:http S",Non-Attack,No Attack
7,2025-07-07 12:18:23,192.168.100.1,192.168.100.16,ARP,42,"Ether / ARP who has 192.168.100.16 says 192.168.100.1",Non-Attack,No Attack
8,2025-07-07 12:18:23,192.168.100.1,192.168.100.18,ARP,42,"Ether / ARP who has 192.168.100.18 says 192.168.100.1",Non-Attack,No Attack
9,2025-07-07 12:18:23,192.168.100.1,192.168.100.19,TCP,54,"Ether / IP / TCP 192.168.100.1:29432 > 192.168.100.19:http S",Non-Attack,No Attack
10,2025-07-07 12:18:23,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:2047 > 192.168.100.17:https S",Attack,DoS (TCP Flood)
11,2025-07-07 12:18:23,192.168.100.1,192.168.100.19,ARP,42,"Ether / ARP who has 192.168.100.19 says 192.168.100.1",Non-Attack,No Attack
12,2025-07-07 12:18:23,192.168.100.1,192.168.100.17,ARP,42,"Ether / ARP who has 192.168.100.17 says 192.168.100.1",Non-Attack,No Attack
13,2025-07-07 12:18:25,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:4462 > 192.168.100.16:http_alt S",Non-Attack,No Attack
14,2025-07-07 12:18:25,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:15840 > 192.168.100.18:http S",Non-Attack,No Attack
15,2025-07-07 12:18:25,192.168.100.1,192.168.100.16,ARP,42,"Ether / ARP who has 192.168.100.16 says 192.168.100.1",Non-Attack,No Attack
16,2025-07-07 12:18:25,192.168.100.1,192.168.100.18,ARP,42,"Ether / ARP who has 192.168.100.18 says 192.168.100.1",Non-Attack,No Attack
17,2025-07-07 12:18:25,192.168.100.1,192.168.100.19,TCP,54,"Ether / IP / TCP 192.168.100.1:5673 > 192.168.100.19:http_alt S",Non-Attack,No Attack
18,2025-07-07 12:18:25,192.168.100.1,192.168.100.19,ARP,42,"Ether / ARP who has 192.168.100.19 says 192.168.100.1",Non-Attack,No Attack
19,2025-07-07 12:18:26,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:24509 > 192.168.100.17:ms_wbt_server S",Non-Attack,No Attack
20,2025-07-07 12:18:26,192.168.100.1,192.168.100.17,ARP,42,"Ether / ARP who has 192.168.100.17 says 192.168.100.1",Non-Attack,No Attack
21,2025-07-07 12:18:27,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:9733 > 192.168.100.18:http_alt S",Non-Attack,No Attack
22,2025-07-07 12:18:27,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:338 > 192.168.100.16:ms_wbt_server S",Attack,DoS (TCP Flood)
23,2025-07-07 12:18:27,192.168.100.1,192.168.100.18,ARP,42,"Ether / ARP who has 192.168.100.18 says 192.168.100.1",Non-Attack,No Attack
24,2025-07-07 12:18:27,192.168.100.1,192.168.100.16,ARP,42,"Ether / ARP who has 192.168.100.16 says 192.168.100.1",Non-Attack,No Attack
25,2025-07-07 12:18:28,192.168.100.1,192.168.100.19,TCP,54,"Ether / IP / TCP 192.168.100.1:42340 > 192.168.100.19:ms_wbt_server S",Non-Attack,No Attack
26,2025-07-07 12:18:28,192.168.100.1,192.168.100.19,ARP,42,"Ether / ARP who has 192.168.100.19 says 192.168.100.1",Non-Attack,No Attack
27,2025-07-07 12:18:28,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:54946 > 192.168.100.17:http_alt S",Non-Attack,No Attack
28,2025-07-07 12:18:28,192.168.100.1,192.168.100.17,ARP,42,"Ether / ARP who has 192.168.100.17 says 192.168.100.1",Non-Attack,No Attack
29,2025-07-07 12:18:29,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:49205 > 192.168.100.18:http S",Non-Attack,No Attack
30,2025-07-07 12:18:29,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:14905 > 192.168.100.16:http_alt S",Non-Attack,No Attack
31,2025-07-07 12:18:29,192.168.100.1,192.168.100.18,ARP,42,"Ether / ARP who has 192.168.100.18 says 192.168.100.1",Non-Attack,No Attack
32,2025-07-07 12:18:29,192.168.100.1,192.168.100.16,ARP,42,"Ether / ARP who has 192.168.100.16 says 192.168.100.1",Non-Attack,No Attack
33,2025-07-07 12:18:30,192.168.100.1,192.168.100.19,TCP,54,"Ether / IP / TCP 192.168.100.1:59184 > 192.168.100.19:http_alt S",Non-Attack,No Attack
34,2025-07-07 12:18:30,192.168.100.1,192.168.100.17,TCP,54,"Ether / IP / TCP 192.168.100.1:1131 > 192.168.100.17:https S",Attack,DoS (TCP Flood)
35,2025-07-07 12:18:30,192.168.100.1,192.168.100.19,ARP,42,"Ether / ARP who has 192.168.100.19 says 192.168.100.1",Non-Attack,No Attack
36,2025-07-07 12:18:30,192.168.100.1,192.168.100.17,ARP,42,"Ether / ARP who has 192.168.100.17 says 192.168.100.1",Non-Attack,No Attack
37,2025-07-07 12:18:31,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:18062 > 192.168.100.18:https S",Non-Attack,No Attack
38,2025-07-07 12:18:31,192.168.100.1,192.168.100.16,TCP,54,"Ether / IP / TCP 192.168.100.1:3823 > 192.168.100.16:ms_wbt_server S",Non-Attack,No Attack
39,2025-07-07 12:18:31,192.168.100.1,192.168.100.18,ARP,42,"Ether / ARP who has 192.168.100.18 says 192.168.100.1",Non-Attack,No Attack
40,2025-07-07 12:18:31,192.168.100.1,192.168.100.16,ARP,42,"Ether / ARP who has 192.168.100.16 says 192.168.100.1",Non-Attack,No Attack
