No.,Time,Source,Destination,Protocol,Length,Info,Type,Type_of_attack
1,2025-06-30 10:57:32,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:ftp_data > 192.168.100.18:domain S",Non-Attack,No Attack
2,2025-06-30 10:57:32,192.168.100.18,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.18:domain > 192.168.100.1:ftp_data RA",Non-Attack,No Attack
3,2025-06-30 10:57:32,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:ftp_data > 192.168.100.18:http S",Non-Attack,No Attack
4,2025-06-30 10:57:32,192.168.100.18,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.18:http > 192.168.100.1:ftp_data RA",Non-Attack,No Attack
5,2025-06-30 10:57:32,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:ftp_data > 192.168.100.18:pop3 S",Non-Attack,No Attack
6,2025-06-30 10:57:32,192.168.100.18,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.18:pop3 > 192.168.100.1:ftp_data RA",Non-Attack,No Attack
7,2025-06-30 10:57:33,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:ftp_data > 192.168.100.18:https S",Attack,Port Scan (Nmap)
8,2025-06-30 10:57:33,192.168.100.18,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.18:https > 192.168.100.1:ftp_data RA",Non-Attack,No Attack
9,2025-06-30 10:57:33,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:ftp_data > 192.168.100.18:imaps S",Non-Attack,No Attack
10,2025-06-30 10:57:33,192.168.100.18,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.18:imaps > 192.168.100.1:ftp_data RA",Non-Attack,No Attack
11,2025-06-30 10:57:33,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:ftp_data > 192.168.100.18:pop3s S",Attack,DoS (TCP Flood)
12,2025-06-30 10:57:33,192.168.100.18,192.168.100.1,TCP,54,"Ether / IP / TCP 192.168.100.18:pop3s > 192.168.100.1:ftp_data RA",Attack,DoS (TCP Flood)
13,2025-06-30 10:57:34,192.168.100.1,192.168.100.18,TCP,54,"Ether / IP / TCP 192.168.100.1:ftp_data > 192.168.100.18:ms_wbt_server S",Non-Attack,No Attack
